Bien
id;No voie;Type de voie;Voie;Surface Carrez du 1er lot;Type local;Surface reelle bati;Nombre pieces principales
;44;RUE;DE CLIGNANCOURT;45,62;Appartement;44;3
;3;RUE;DE SUEZ;45,57;Appartement;43;2
;5;VLA;DAMREMONT;33,09;Appartement;28;2
;62;RUE;DU MONT CENIS;13,38;Appartement;15;1
;84;RUE;MARCADET;10,07;Appartement;10;1
;77;RUE;VAUVENARGUES;69,2;Appartement;69;3
;5;RUE;CHRISTIANI;47,75;Appartement;47;2
;16;RUE;BOINOD;33,86;Appartement;39;2
;9;RUE;CHAPPE;11,27;Appartement;11;1
;136;RUE;CHAMPIONNET;32,12;Appartement;32;1
;11;RUE;SAINT LUC;57,45;Appartement;58;3
;93;RUE;DES POISSONNIERS;143,05;Appartement;150;5
;112;RUE;CHAMPIONNET;35,87;Appartement;36;2
;48;RUE;DES TROIS FRERES;12,62;Appartement;12;1
;6;RUE;JEAN COTTIN;23,56;Appartement;23;2
;52;RUE;DES ABBESSES;18,27;Appartement;20;1
;24;RUE;DES TROIS FRERES;47,6;Appartement;49;3
;112;AV;DE SAINT OUEN;47,12;Appartement;46;3
;89;RUE;BELLIARD;26;Appartement;30;2
;38;RUE;STEPHENSON;21,83;Appartement;22;1
;15;RUE;SIMON DEREURE;151,05;Appartement;155;5
;44;RUE;DU RUISSEAU;12,17;Appartement;12;1
;136;RUE;CHAMPIONNET;28,37;Appartement;29;1
;14;PAS;RAMEY;47,5;Appartement;44;2
;33;RUE;DOUDEAUVILLE;23,08;Appartement;21;1
;76;RUE;LABAT;43,41;Appartement;75;5
;13;RUE;MARX DORMOY;23,02;Appartement;23;1
;49;RUE;ST VINCENT;104,1;Appartement;109;5
;70;RUE;DOUDEAUVILLE;71,18;Appartement;70;3
;5;RUE;TARDIEU;33;Appartement;29;2
;7;RUE;ANDRE DEL SARTE;39,92;Appartement;40;2
;28;RUE;D ORAN;29,11;Appartement;65;3
;49;RUE;MARCADET;14,42;Appartement;25;2
;54;RUE;CUSTINE;36,33;Appartement;35;2
;51;RUE;DES TROIS FRERES;11,19;Appartement;15;1
;14;RUE;CHAMPIONNET;23,42;Appartement;20;2
;5;RUE;DU SIMPLON;17,3;Appartement;18;1
;6;RUE;CAMILLE TAHAN;12,38;Appartement;14;1
;93;RUE;CAULAINCOURT;56,84;Appartement;58;2
;30;RUE;VERON;37,33;Appartement;37;3
;6;RUE;COUSTOU;29,32;Appartement;30;2
;6;RUE;MONTCALM;39,3;Appartement;39;2
;15;RUE;DES CLOYS;16,22;Appartement;16;1
;77;RUE;VAUVENARGUES;66,81;Appartement;70;3
;3;IMP;MOLIN;25,91;Appartement;28;2
;72;RUE;MARCADET;43,04;Appartement;43;3
;11;RUE;CAPITAINE MADON;25,1;Appartement;27;1
;12;RUE;FERDINAND FLOCON;56,89;Appartement;54;3
;6;IMP;DU CURE;16,76;Appartement;17;1
;4;RUE;EUGENE SUE;6,75;Appartement;8;1
;4;VLA;SAINT MICHEL;44,85;Appartement;29;2
;96;RUE;DAMREMONT;9,52;Appartement;10;1
;7;IMP;ROBERT;29,02;Appartement;28;2
;6;RUE;DE CLIGNANCOURT;83,62;Appartement;84;4
;48;RUE;DU SIMPLON;37,46;Appartement;38;2
;100;RUE;LEIBNIZ;47,1;Appartement;47;2
;24;RUE;LEON;10,81;Appartement;10;1
;21;RUE;BOUCRY;53,06;Appartement;43;2
;34;RUE;ORDENER;49,56;Appartement;49;2
;110;BD;DE LA CHAPELLE;47,3;Appartement;49;2
;48;RUE;DE CLIGNANCOURT;32,05;Appartement;33;2
;11;RUE;JOSEPH DIJON;15,08;Appartement;15;1
;6;BD;DE CLICHY;14,83;Appartement;35;2
;85;RUE;DUHESME;14,47;Appartement;15;1
;5;RUE;HOUDON;74,76;Appartement;78;4
;101;RUE;DUHESME;16,04;Appartement;15;1
;11;RUE;COUSTOU;12,67;Appartement;15;1
;53;RUE;CAULAINCOURT;75,66;Appartement;75;4
;41;RUE;DES TROIS FRERES;21,69;Appartement;21;2
;38;RUE;RAMEY;46,97;Appartement;45;3
;53;RUE;DAMREMONT;18,15;Appartement;15;1
;15;RUE;DE SUEZ;13,85;Appartement;12;1
;3;RUE;LABAT;23,16;Appartement;23;2
;46;RUE;JOSEPH DE MAISTRE;31,56;Appartement;27;2
;33;RUE;POULET;16,3;Appartement;14;1
;127;RUE;MARCADET;13,24;Appartement;13;1
;53;RUE;PHILIPPE DE GIRARD;47,7;Appartement;47;2
;47;RUE;DE CLIGNANCOURT;37,21;Appartement;38;2
;150;AV;DE SAINT OUEN;26,76;Appartement;36;2
;19;RUE;DES POISSONNIERS;14,99;Appartement;16;1
;4;RUE;BURQ;34,19;Appartement;20;1
;15;RUE;JACQUES KABLE;44,51;Appartement;53;3
;6;PAS;DE CLICHY;9,05;Appartement;9;1
;5;IMP;MARIE BLANCHE;82,82;Appartement;80;3
;62;RUE;DOUDEAUVILLE;114,53;Appartement;117;4
;15;RUE;DES TROIS FRERES;13,66;Appartement;9;1
;18;RUE;EUGENE SUE;42,6;Appartement;42;3
;6;RUE;HERMEL;38,55;Appartement;38;2
;8;RUE;CHARLES NODIER;55,72;Appartement;55;3
;9;RUE;VAUVENARGUES;9,19;Appartement;10;1
;123;RUE;DAMREMONT;20,68;Appartement;20;1
;16;RUE;DAMREMONT;73,62;Appartement;84;3
;59;RUE;ORDENER;44,88;Appartement;42;3
;46;RUE;CAULAINCOURT;53,02;Appartement;50;2
;12;RUE;DU POLE NORD;21,05;Appartement;21;2
;82;RUE;PHILIPPE DE GIRARD;11,92;Appartement;12;1
;56;BD;DE CLICHY;78,6;Appartement;72;3
;104;BD;DE CLICHY;62,67;Appartement;71;4
;35;RUE;SIMART;44,93;Appartement;45;3
;5;RUE;AUDRAN;34,66;Appartement;35;1
;55;RUE;PAJOL;41,77;Appartement;42;3
;68;RUE;MYRHA;70,06;Appartement;65;3
;10;RUE;SQUARE CARPEAUX;30,13;Appartement;30;1
;62;RUE;DOUDEAUVILLE;47,56;Appartement;46;2
;25;RUE;VAUVENARGUES;73;Appartement;74;3
;18;RUE;CAULAINCOURT;12,58;Appartement;14;1
;141;RUE;DES POISSONNIERS;77,39;Appartement;77;4
;16;RUE;DAMREMONT;44,8;Appartement;44;2
;37;RUE;DES TROIS FRERES;37;Appartement;35;1
;14;RUE;ANDRE DEL SARTE;75,09;Appartement;80;3
;1;RUE;VAUVENARGUES;121,96;Appartement;110;5
;64;RUE;MARX DORMOY;24,02;Appartement;23;1
;112;RUE;DAMREMONT;52,84;Appartement;53;3
;8;RUE;BUZELIN;62,55;Appartement;62;3
;2;RUE;ERNESTINE;29,16;Appartement;20;2
;4;RUE;PAUL ALBERT;22,35;Appartement;22;1
;36;BD;DE CLICHY;71,65;Appartement;70;3
;98;RUE;DAMREMONT;54,01;Appartement;54;4
;55;RUE;STEPHENSON;28,4;Appartement;34;1
;14;RUE;D OSLO;50,94;Appartement;50;3
;20;RUE;JOSEPH DE MAISTRE;26,46;Appartement;30;2
;9;RUE;DU BAIGNEUR;13,53;Appartement;15;1
;93;RUE;CAULAINCOURT;18,66;Appartement;19;1
;9;RUE;LETORT;37,13;Appartement;36;2
;1;RUE;DE L ABBE PATUREAU;56,15;Appartement;54;2
;14;RUE;ETEX;54,86;Appartement;52;2
;100;BD;DE CLICHY;126,37;Appartement;126;5
;6;RUE;DOUDEAUVILLE;16,45;Appartement;16;1
;12;PAS;RAMEY;56,04;Appartement;51;2
;6;RUE;ANDRE ANTOINE;50,12;Appartement;45;3
;6;PAS;DE CLICHY;10,07;Appartement;9;1
;12;RUE;FONTAINE DU BUT;12,85;Appartement;13;1
;1;RUE;CALMELS;43,34;Appartement;45;2
;113;RUE;DUHESME;47,16;Appartement;45;2
;50;RUE;POLONCEAU;48,11;Appartement;43;3
;69;RUE;LAMARCK;39,6;Appartement;48;2
;7;RUE;EUGENE CARRIERE;37,21;Appartement;35;2
;11;VLA;DE GUELMA;22,07;Appartement;25;1
;74;RUE;MARCADET;20,01;Appartement;19;1
;47;RUE;D ORSEL;84;Appartement;81;4
;9;PAS;RAMEY;19,08;Appartement;21;1
;15;RUE;MARC SEGUIN;40,75;Appartement;40;2
;135;RUE;LAMARCK;71,26;Appartement;45;3
;14;RUE;ANDRE DEL SARTE;24,85;Appartement;25;2
;12;RUE;DU POTEAU;48,54;Appartement;45;2
;6;VLA;BELLIARD;61,08;Appartement;58;3
;3;RUE;JEAN COTTIN;40,37;Appartement;41;1
;4;RUE;SQUARE CARPEAUX;24,01;Appartement;30;1
;8;RUE;CAVE;37,18;Appartement;39;2
;62;RUE;DU RUISSEAU;33,64;Appartement;32;2
;118;RUE;MARCADET;24,95;Appartement;22;1
;23;RUE;PAJOL;201,5;Appartement;200;3
;14;RUE;NEUVE LA CHARDONNIERE;63,62;Appartement;65;3
;6;RUE;ORDENER;40,25;Appartement;40;2
;39;RUE;GANNERON;39,2;Appartement;40;2
;41;RUE;DE CLIGNANCOURT;23,16;Appartement;30;1
;10;RUE;DES PORTES BLANCHES;15,97;Appartement;14;1
;14;RUE;SQUARE CARPEAUX;78,63;Appartement;80;4
;19;RUE;ESCLANGON;55,74;Appartement;59;3
;1;CITE;DU MIDI;23,74;Appartement;25;2
;3;RUE;DAMREMONT;31,01;Appartement;30;2
;26;RUE;LETORT;15,08;Appartement;14;1
;98;RUE;LEPIC;39,28;Appartement;40;1
;8;RUE;GUSTAVE ROUANET;39,65;Appartement;41;2
;7;RUE;NICOLET;26,04;Appartement;23;1
;6;RUE;GUSTAVE ROUANET;31,72;Appartement;33;2
;2;RUE;MYRHA;14,42;Appartement;10;1
;44;RUE;DES ABBESSES;83,68;Appartement;85;4
;13;RUE;MARX DORMOY;22,76;Appartement;22;1
;72;RUE;DAMREMONT;61,4;Appartement;59;3
;14;RUE;DES ROSES;28,89;Appartement;32;2
;11;RUE;ERNESTINE;32,23;Appartement;32;2
;13;RUE;CHRISTIANI;81,28;Appartement;80;2
;100;RUE;LEIBNIZ;43,2;Appartement;43;2
;138;RUE;MARCADET;46,05;Appartement;46;2
;89;RUE;BELLIARD;64,62;Appartement;64;2
;50;RUE;DU SIMPLON;55,18;Appartement;53;3
;36;RUE;DE LA GOUTTE D OR;132,94;Appartement;134;3
;48;RUE;CHAMPIONNET;32,37;Appartement;27;2
;69;RUE;CAULAINCOURT;74,43;Appartement;74;4
;33;RUE;GABRIELLE;31,91;Appartement;33;2
;83;RUE;DU RUISSEAU;49,77;Appartement;50;2
;39;RUE;VAUVENARGUES;101,55;Appartement;77;4
;88;RUE;RIQUET;46,02;Appartement;45;2
;9;RUE;EUGENE SUE;32,85;Appartement;32;2
;25;BD;BARBES;74,13;Appartement;73;3
;136;RUE;CHAMPIONNET;28,28;Appartement;29;1
;15;RUE;CAPITAINE MADON;10,26;Appartement;11;1
;4;RUE;ETIENNE JODELLE;30,95;Appartement;30;2
;1;RUE;CARPEAUX;38,04;Appartement;38;2
;3;RUE;CAMILLE TAHAN;79,26;Appartement;79;4
;13;RUE;EUGENE SUE;34,55;Appartement;30;2
;12;RUE;JOSEPH DIJON;28,45;Appartement;29;2
;195;RUE;CHAMPIONNET;27,4;Appartement;31;2
;45;RUE;DES SAULES;35,3;Appartement;36;2
;197;RUE;CHAMPIONNET;35,9;Appartement;32;2
;7;RUE;LIVINGSTONE;41,53;Appartement;34;2
;14;RUE;CHAMPIONNET;38,73;Appartement;36;3
;16;RUE;EUGENE SUE;8,43;Appartement;10;1
;39;RUE;DURANTIN;19,14;Appartement;23;1
;71;RUE;PHILIPPE DE GIRARD;28,86;Appartement;32;2
;34;RUE;JOSEPH DE MAISTRE;73,81;Appartement;74;3
;18;RUE;DE L EVANGILE;55,28;Appartement;55;3
;7;RUE;LIVINGSTONE;40,67;Appartement;39;2
;53;RUE;DOUDEAUVILLE;42,83;Appartement;43;3
;1;RUE;AFFRE;30,67;Appartement;33;2
;9;RUE;DE SUEZ;31,8;Appartement;32;2
;82;RUE;DOUDEAUVILLE;71,22;Appartement;70;3
;19;RUE;BAUDELIQUE;21,22;Appartement;27;2
;27;RUE;VAUVENARGUES;43,35;Appartement;44;2
;10;RUE;DU BAIGNEUR;60,15;Appartement;61;3
;7;IMP;CALMELS;23,82;Appartement;24;1
;4;RUE;DE LA MARTINIQUE;22,75;Appartement;27;1
;44;BD;BARBES;12,68;Appartement;12;1
;9;RUE;DU POTEAU;53,27;Appartement;50;3
;14;RUE;LAPEYRERE;64,48;Appartement;64;3
;29;RUE;DE LA CHAPELLE;45,6;Appartement;45;2
;3;RUE;CARPEAUX;27,89;Appartement;25;2
;18;RUE;EUGENE SUE;43,17;Appartement;40;3
;71;RUE;BELLIARD;25,92;Appartement;26;1
;11;RUE;CAPRON;22,88;Appartement;22;2
;112;RUE;DE CLIGNANCOURT;48,79;Appartement;49;2
;171;RUE;ORDENER;60,67;Appartement;60;3
;1;RUE;VERSIGNY;19,82;Appartement;28;2
;63;RUE;LETORT;45,81;Appartement;45;2
;24;RUE;LETORT;64,08;Appartement;63;2
;59;RUE;EUGENE CARRIERE;29,96;Appartement;29;1
;5;RUE;DU SIMPLON;22,02;Appartement;24;1
;27;RUE;SIMART;33,97;Appartement;35;2
;15;RUE;D ORSEL;35,63;Appartement;33;2
;2;PAS;PENEL;29,55;Appartement;30;2
;74;RUE;CHAMPIONNET;48,96;Appartement;49;3
;116;RUE;CHAMPIONNET;9,56;Appartement;9;1
;19;RUE;DU MONT CENIS;58,89;Appartement;62;2
;23;RUE;DE SUEZ;55,38;Appartement;59;3
;1;RUE;BACHELET;54,28;Appartement;42;1
;99;RUE;ORDENER;29,6;Appartement;31;2
;41;RUE;DE LA CHAPELLE;74,61;Appartement;65;3
;11;RUE;HOUDON;33,88;Appartement;30;2
;12;RUE;PIERRE BUDIN;73,1;Appartement;70;4
;4;PL;JACQUES FROMENT;56,9;Appartement;55;3
;7;RUE;DES POISSONNIERS;10,6;Appartement;12;1
;96;RUE;PHILIPPE DE GIRARD;18,65;Appartement;13;1
;14;RUE;DES CLOYS;54,23;Appartement;47;3
;58;RUE;RAMEY;84,69;Appartement;85;4
;62;RUE;DU POTEAU;46,82;Appartement;46;2
;16;RUE;ACHILLE MARTINET;11,45;Appartement;12;1
;72;AV;DE SAINT OUEN;84,41;Appartement;87;5
;17;RUE;MULLER;22,76;Appartement;20;2
;5;RUE;HOUDON;72,15;Appartement;76;3
;20;RUE;CHAPPE;29,22;Appartement;30;1
;2;RUE;LIVINGSTONE;80,62;Appartement;85;4
;30;RUE;STEPHENSON;31,37;Appartement;28;2
;20;RUE;THOLOZE;25,01;Appartement;24;1
;51;RUE;HERMEL;77,28;Appartement;76;4
;1;RUE;DE LA LOUISIANE;36,56;Appartement;69;4
;43;RUE;VAUVENARGUES;87,19;Appartement;173;8
;30;RUE;DU POTEAU;29,39;Appartement;30;1
;30;RUE;DE LAGHOUAT;23,22;Appartement;12;1
;6;RUE;RAVIGNAN;26,16;Appartement;26;2
;10;RUE;DU POLE NORD;43,3;Appartement;40;2
;11;RUE;DE PANAMA;31;Appartement;31;2
;23;RUE;ESCLANGON;18,08;Appartement;21;1
;145;RUE;MARCADET;21,61;Appartement;19;2
;19;BD;BARBES;46,38;Appartement;50;2
;60;BD;DE CLICHY;93,26;Appartement;109;5
;14;RUE;VINCENT COMPOINT;41,23;Appartement;41;2
;47;RUE;DOUDEAUVILLE;49,41;Appartement;68;3
;16;PL;DE CLICHY;37,57;Appartement;35;3
;74;RUE;MYRHA;27,47;Appartement;29;1
;38;RUE;LEPIC;14;Appartement;15;1
;41;BD;ORNANO;14,06;Appartement;14;1
;10;RUE;GUSTAVE ROUANET;41,35;Appartement;41;3
;74;RUE;MYRHA;27,62;Appartement;35;2
;29;RUE;DE LA CHAPELLE;124,21;Appartement;144;4
;3;VOIE;R18;43,45;Appartement;30;2
;26;RUE;FIRMIN GEMIER;88,41;Appartement;84;4
;6;VLA;SAINT MICHEL;19,75;Appartement;19;2
;110;BD;DE CLICHY;73,45;Appartement;73;3
;20;RUE;AFFRE;30,18;Appartement;29;2
;161;RUE;MARCADET;79,04;Appartement;80;4
;6;PAS;KRACHER;11,4;Appartement;24;2
;96;RUE;DU POTEAU;59,84;Appartement;58;3
;15;RUE;MULLER;35,8;Appartement;37;2
;111;RUE;CAULAINCOURT;55,82;Appartement;60;3
;1;RUE;LABAT;25,73;Appartement;26;1
;54;RUE;DES ABBESSES;35,2;Appartement;35;3
;28;BD;BARBES;32,43;Appartement;31;2
;53;RUE;DU MONT CENIS;38,02;Appartement;40;2
;10;RUE;DU POTEAU;45,65;Appartement;44;2
;4;ALL;D ANDREZIEUX;68,42;Appartement;66;3
;11;RUE;SAINT LUC;56,85;Appartement;55;2
;30;BD;ROCHECHOUART;78,47;Appartement;75;3
;54;RUE;DE LA CHAPELLE;13,9;Appartement;20;2
;55;RUE;DOUDEAUVILLE;45,5;Appartement;42;3
;1;RUE;DE TRETAIGNE;17,91;Appartement;23;1
;34;BD;DE CLICHY;60,53;Appartement;60;2
;114;RUE;DE CLIGNANCOURT;35,22;Appartement;36;2
;16;RUE;DES POISSONNIERS;21,76;Appartement;18;1
;22;AV;DE SAINT OUEN;53,41;Appartement;50;2
;10;BD;DE CLICHY;7,21;Appartement;9;1
;65;RUE;MARCADET;46,6;Appartement;45;3
;82;RUE;MARCADET;21,45;Appartement;21;1
;12;RUE;DOUDEAUVILLE;38,19;Appartement;40;2
;12;RUE;ANDRE DEL SARTE;56,23;Appartement;67;3
;168;RUE;ORDENER;41,1;Appartement;44;2
;108;BD;DE CLICHY;29,77;Appartement;30;2
;6;IMP;DU CADRAN;40,13;Appartement;33;1
;14;RUE;DE TRETAIGNE;88,18;Appartement;89;3
;134;BD;DE CLICHY;112,67;Appartement;113;5
;133;RUE;DAMREMONT;31,9;Appartement;32;1
;2;RUE;JULES JOUY;31,6;Appartement;31;2
;36;RUE;DAMREMONT;37,65;Appartement;35;2
;8;RUE;DURANTIN;47,65;Appartement;52;3
;58;BD;BARBES;16;Appartement;80;3
;155;RUE;ORDENER;24,12;Appartement;51;3
;9;RUE;LABAT;46,56;Appartement;45;2
;3;RUE;JEAN ROBERT;25,42;Appartement;23;2
;15;RUE;DURANTIN;14,29;Appartement;17;0
;5;RUE;POULET;39,41;Appartement;39;2
;42;RUE;RAMEY;31,87;Appartement;33;1
;46;RUE;CUSTINE;141,67;Appartement;140;4
;6;RUE;ORDENER;58,15;Appartement;60;2
;5;RUE;DE SUEZ;47,07;Appartement;49;3
;165;RUE;MARCADET;24,38;Appartement;24;1
;58;RUE;CHAMPIONNET;17,91;Appartement;18;1
;26;VLA;SAINT MICHEL;25,3;Appartement;28;2
;93;RUE;BELLIARD;37,51;Appartement;33;2
;196;RUE;CHAMPIONNET;35,08;Appartement;40;2
;39;RUE;DOUDEAUVILLE;77,55;Appartement;71;4
;111;RUE;LAMARCK;42,7;Appartement;38;3
;1;IMP;ST FRANCOIS;18,01;Appartement;18;1
;26;RUE;LETORT;14,28;Appartement;14;1
;21;RUE;DES SAULES;12,59;Appartement;15;1
;13;RUE;JOSEPH DIJON;28,24;Appartement;32;2
;122;RUE;MARCADET;78,45;Appartement;80;3
;238;RUE;CHAMPIONNET;17,48;Appartement;16;1
;19;RUE;MARCADET;29,09;Appartement;29;2
;19;RUE;HERMEL;36,58;Appartement;37;3
;1;RUE;ST ELEUTHERE;116,33;Appartement;17;1
;145;RUE;MARCADET;18,03;Appartement;11;1
;116;RUE;DU MONT CENIS;15,15;Appartement;14;1
;32;RUE;MARCADET;39,04;Appartement;40;2
;7;RUE;GEORGETTE AGUTTE;35,5;Appartement;32;1
;75;RUE;LAMARCK;63,35;Appartement;61;3
;111;RUE;CHAMPIONNET;33,39;Appartement;34;2
;11;BD;ORNANO;77,8;Appartement;40;2
;56;RUE;DE TORCY;61,17;Appartement;63;2
;6;PAS;LATHUILLE;22,31;Appartement;20;1
;6;RUE;COUSTOU;9,74;Appartement;12;1
;51;RUE;DES TROIS FRERES;17,47;Appartement;22;1
;7;CITE;DU MIDI;91,13;Maison;54;3
;24;RUE;EUGENE CARRIERE;13,21;Appartement;17;1
;108;BD;ROCHECHOUART;67,76;Appartement;76;3
;130;RUE;ORDENER;59,26;Appartement;62;3
;3;RUE;D OSLO;9,91;Appartement;12;1
;113;RUE;DUHESME;42,13;Appartement;42;3
;42;RUE;DES TROIS FRERES;19,53;Appartement;20;2
;12;RUE;JEAN ROBERT;38,74;Appartement;38;2
;86;RUE;DAMREMONT;79,09;Appartement;78;4
;28;RUE;DE TORCY;83,59;Appartement;84;3
;8;RUE;BAUDELIQUE;35,62;Appartement;33;2
;14;RUE;DES ROSES;27,16;Appartement;27;2
;120;BD;DE LA CHAPELLE;12,25;Appartement;12;1
;74;BD;DE CLICHY;55,45;Appartement;55;2
;29;RUE;DE LA CHAPELLE;62,37;Appartement;62;2
;3;RUE;VERON;16,76;Appartement;20;1
;24;RUE;D ORAN;94,46;Appartement;108;4
;4;RUE;DE LA CHAPELLE;28,63;Appartement;28;2
;33;RUE;MARX DORMOY;112,06;Appartement;110;4
;20;RUE;VAUVENARGUES;28,07;Appartement;24;1
;48;RUE;JOSEPH DE MAISTRE;57,85;Appartement;59;3
;128;RUE;ORDENER;32,81;Appartement;40;2
;152;RUE;DAMREMONT;46,39;Appartement;47;2
;15;RUE;BAUDELIQUE;26,06;Appartement;23;2
;42;RUE;DE LA CHARBONNIERE;78,18;Appartement;79;3
;38;RUE;DES SAULES;16,18;Appartement;16;1
;77;RUE;VAUVENARGUES;51,97;Appartement;50;2
;48;RUE;DAMREMONT;38,26;Appartement;36;3
;63;RUE;DE LA GOUTTE D OR;45,27;Appartement;47;3
;226;RUE;CHAMPIONNET;26,91;Appartement;15;2
;19;RUE;RAMEY;37,3;Appartement;43;2
;21;RUE;DAMREMONT;26,85;Appartement;10;1
;7;RUE;DES CLOYS;62,45;Appartement;63;3
;1;RUE;MARC SEGUIN;27,25;Appartement;26;1
;16;RUE;ACHILLE MARTINET;38,42;Appartement;36;2
;13;PAS;DUHESME;19,69;Appartement;28;1
;43;RUE;MARX DORMOY;29,19;Appartement;28;1
;61;RUE;DU MONT CENIS;84,04;Appartement;81;4
;11;RUE;BOINOD;17,8;Appartement;19;1
;79;RUE;MARCADET;41,94;Appartement;42;2
;86;RUE;JOSEPH DE MAISTRE;15,19;Appartement;14;1
;43;RUE;PAJOL;40,7;Appartement;42;2
;17;VLA;SAINT MICHEL;40,07;Appartement;41;2
;222;RUE;MARCADET;53,67;Appartement;55;2
;2;RUE;JULES JOUY;35,15;Appartement;30;2
;20;RUE;ACHILLE MARTINET;36,62;Appartement;38;2
;139;RUE;LAMARCK;34,42;Appartement;33;3
;50;RUE;MARX DORMOY;18,31;Appartement;18;1
;2;RUE;CYRANO DE BERGERAC;59,58;Appartement;57;2
;89;RUE;DES POISSONNIERS;36,8;Appartement;37;2
;9;RUE;HENRI CHEVREAU;21,01;Appartement;25;1
;57;RUE;PIXERECOURT;55,23;Appartement;85;3
;41;RUE;PELLEPORT;11,6;Appartement;12;1
;80;RUE;HAXO;75,83;Appartement;79;4
;59;RUE;D HAUTPOUL;32,05;Appartement;34;2
;226;RUE;DES PYRENEES;66,85;Appartement;100;5
;4;;Z 20;94;Appartement;90;4
;27;RUE;DU CLOS;48,05;Appartement;48;3
;48;RUE;MOURAUD;29,3;Appartement;29;2
;397;RUE;DES PYRENEES;7,93;Appartement;9;1
;157;AV;JEAN JAURES;17,17;Appartement;17;1
;10;RUE;MELINGUE;8,37;Appartement;10;1
;109;RUE;MANIN;39,63;Appartement;39;2
;50;RUE;PETIT;24,38;Appartement;24;1
;14;RUE;D ANNAM;53,15;Appartement;52;2
;12;RUE;DE LA LIBERTE;33,17;Appartement;35;2
;7;RUE;BURNOUF;21,75;Appartement;23;2
;54;RUE;DE BAGNOLET;32,08;Appartement;33;1
;26;RUE;DES MONTIBOEUFS;21,19;Appartement;25;2
;52;RUE;PETIT;53,8;Appartement;57;3
;14;RUE;DE LA VILLETTE;30,9;Appartement;35;2
;77;RUE;DE BAGNOLET;58,58;Appartement;39;3
;129;AV;GAMBETTA;32,15;Appartement;25;1
;1;RUE;JANSSEN;45,65;Appartement;45;2
;58;RUE;HAXO;11,48;Appartement;14;1
;37;RUE;DE LA PLAINE;46,01;Appartement;48;2
;1;RUE;ROBINEAU;39,84;Appartement;38;2
;36;RUE;DES HAIES;41,46;Appartement;38;2
;50;RUE;DE LA JUSTICE;93,61;Appartement;96;4
;30;AV;GAMBETTA;30,32;Appartement;30;1
;6;RUE;FRANCOIS PINTON;26,8;Appartement;27;2
;2;RUE;BURNOUF;44,01;Appartement;44;3
;98;AV;SIMON BOLIVAR;39,07;Appartement;35;2
;23;RUE;DE ROMAINVILLE;34,9;Appartement;35;1
;13;AV;GAMBETTA;85,28;Appartement;87;4
;7;RUE;STENDHAL;47,22;Appartement;48;2
;8;RUE;DE BAGNOLET;25,91;Appartement;24;2
;77;AV;JEAN JAURES;12,65;Appartement;12;1
;56;RUE;STENDHAL;48,74;Appartement;49;2
;54;RUE;SAINT BLAISE;77,78;Appartement;72;3
;3;RUE;DU JOURDAIN;64,61;Appartement;63;3
;18;RUE;LIGNER;21,89;Appartement;26;2
;3;RUE;DU DEPARTEMENT;23,62;Appartement;29;1
;231;RUE;DES PYRENEES;41,03;Appartement;41;2
;133;RUE;DES PYRENEES;43,7;Appartement;44;3
;34;RUE;SORBIER;51,04;Appartement;54;3
;76;RUE;PETIT;77;Appartement;78;4
;44;RUE;DE L OURCQ;33,64;Appartement;34;1
;67;RUE;DE MENILMONTANT;126,1;Appartement;129;3
;80;RUE;DE BELLEVILLE;39,03;Appartement;36;3
;97;RUE;DE BELLEVILLE;67,43;Appartement;70;3
;11;QUAI;DE LA GIRONDE;55,61;Appartement;56;2
;21;PAS;GAMBETTA;60,21;Appartement;61;3
;3;VLA;DES BOERS;55,98;Appartement;48;2
;348;RUE;DES PYRENEES;54,85;Appartement;54;3
;31;RUE;LIGNER;11,49;Appartement;13;1
;6;RUE;JEAN BAPTISTE DUMAY;52,53;Appartement;53;3
;153;RUE;DE BAGNOLET;14,18;Appartement;20;1
;11;AV;GAMBETTA;52,04;Appartement;55;3
;226;RUE;DES PYRENEES;28,2;Appartement;25;2
;122;RUE;DE BAGNOLET;60,64;Appartement;59;2
;17;RUE;CLAVEL;71,03;Appartement;110;3
;94;RUE;HAXO;136,47;Appartement;136;4
;3;RUE;DE LUNEVILLE;10,96;Appartement;11;1
;45;RUE;DU PRE ST GERVAIS;19,46;Appartement;18;1
;36;RUE;SORBIER;59,61;Appartement;58;2
;29;RUE;HAXO;57,79;Appartement;58;2
;155;RUE;PELLEPORT;66,28;Appartement;66;3
;103;RUE;JULIEN LACROIX;37,07;Appartement;37;2
;57;RUE;DE LA VILLETTE;30,73;Appartement;23;1
;15;RUE;DE MOUZAIA;23,58;Appartement;24;2
;257;RUE;DE BELLEVILLE;42,95;Appartement;52;3
;3;RUE;DE TANGER;34,88;Appartement;36;2
;76;RUE;DE LA MARE;18,03;Appartement;20;1
;77;AV;JEAN JAURES;18,21;Appartement;18;1
;22;RUE;DE LA REUNION;71,26;Appartement;75;3
;60;RUE;HAXO;12,19;Appartement;11;1
;80;RUE;MANIN;84,1;Appartement;89;5
;142;AV;JEAN JAURES;80,7;Appartement;82;4
;22;RUE;MANIN;54,86;Appartement;52;3
;36;RUE;DE LAGNY;21,07;Appartement;22;2
;71;RUE;SAINT BLAISE;22,6;Appartement;26;1
;99;AV;JEAN JAURES;40,74;Appartement;40;2
;110;RUE;DE BELLEVILLE;35,85;Appartement;38;2
;22;RUE;DU CAPITAINE MARCHAL;19,95;Appartement;20;1
